filename,cluster_label,shannon_index
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181004_000000_segment_5918.wav,1,2.8257885
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20180929_000000_segment_5830.wav,1,3.0276332
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20180930_000000_segment_1043.wav,1,3.49434
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_2005.wav,1,3.5936155
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20180930_000000_segment_1031.wav,1,3.621171
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181002_000000_segment_873.wav,1,3.44848
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181002_000000_segment_567.wav,1,3.78712
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_2123.wav,1,3.9176984
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181004_000000_segment_5957.wav,1,2.7043366
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20180930_000000_segment_2019.wav,1,3.6720028
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181002_000000_segment_2010.wav,1,3.845906
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20180930_000000_segment_1033.wav,1,3.7123284
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20180930_000000_segment_1001.wav,1,3.7560327
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_1393.wav,1,3.6354518
